PERMNO,date,SICCD,TICKER,RET
11308,19910430,2087,KO,-0.027650
11308,19910531,2087,KO,0.085308
11308,19910628,2087,KO,-0.043843
11308,19910731,2087,KO,0.103211
11308,19910830,2087,KO,0.093555
11308,19910930,2087,KO,-0.015361
11308,19911031,2087,KO,0.032946
11308,19911129,2087,KO,0.044878
11308,19911231,2087,KO,0.156757
11308,19920131,2087,KO,-0.034268
11308,19920228,2087,KO,0.054839
11308,19920331,2087,KO,0.003425
11308,19920430,2087,KO,0.015291
11308,19920529,2087,KO,0.060241
11308,19920630,2087,KO,-0.087727
11308,19920731,2087,KO,0.046875
11308,19920831,2087,KO,0.026866
11308,19920930,2087,KO,-0.054884
11308,19921030,2087,KO,0.003086
11308,19921130,2087,KO,-0.018092
11308,19921231,2087,KO,0.053459
11308,19930129,2087,KO,0.011940
11308,19930226,2087,KO,0.000000
11308,19930331,2087,KO,0.009912
11308,19930430,2087,KO,-0.076246
11308,19930528,2087,KO,0.053968
11308,19930630,2087,KO,0.040241
11308,19930730,2087,KO,0.005814
11308,19930831,2087,KO,0.002890
11308,19930930,2087,KO,-0.022017
11308,19931029,2087,KO,0.026627
11308,19931130,2087,KO,-0.027781
11308,19931231,2087,KO,0.062500
11308,19940131,2087,KO,-0.084034
11308,19940228,2087,KO,0.042813
11308,19940331,2087,KO,-0.042346
11308,19940429,2087,KO,0.027692
11308,19940531,2087,KO,-0.035928
11308,19940630,2087,KO,0.014161
11308,19940729,2087,KO,0.092308
11308,19940831,2087,KO,0.036620
11308,19940930,2087,KO,0.061304
11308,19941031,2087,KO,0.035990
11308,19941130,2087,KO,0.018759
11308,19941230,2087,KO,0.007335
11308,19950131,2087,KO,0.019417
11308,19950228,2087,KO,0.047619
11308,19950331,2087,KO,0.029000
11308,19950428,2087,KO,0.031042
11308,19950531,2087,KO,0.060215
11308,19950630,2087,KO,0.038053
11308,19950731,2087,KO,0.029412
11308,19950831,2087,KO,-0.020952
11308,19950929,2087,KO,0.077354
11308,19951031,2087,KO,0.041667
11308,19951130,2087,KO,0.056974
11308,19951229,2087,KO,-0.019802
11308,19960131,2087,KO,0.015152
11308,19960229,2087,KO,0.071310
11308,19960329,2087,KO,0.027864
11308,19960430,2087,KO,-0.015106
11308,19960531,2087,KO,0.128834
11308,19960628,2087,KO,0.067935
11308,19960731,2087,KO,-0.043367
11308,19960830,2087,KO,0.072000
11308,19960930,2087,KO,0.014925
11308,19961031,2087,KO,-0.007371
11308,19961129,2087,KO,0.014851
11308,19961231,2087,KO,0.029340
11308,19970131,2087,KO,0.099762
11308,19970228,2087,KO,0.053996
11308,19970331,2087,KO,-0.083770
11308,19970430,2087,KO,0.141256
11308,19970530,2087,KO,0.076621
11308,19970630,2087,KO,-0.005255
11308,19970731,2087,KO,0.016544
11308,19970829,2087,KO,-0.170886
11308,19970930,2087,KO,0.066783
11308,19971031,2087,KO,-0.071721
11308,19971128,2087,KO,0.106225
11308,19971231,2087,KO,0.067000
11308,19980130,2087,KO,-0.029053
11308,19980227,2087,KO,0.059846
11308,19980331,2087,KO,0.130601
11308,19980430,2087,KO,-0.020178
11308,19980529,2087,KO,0.032949
11308,19980630,2087,KO,0.092823
11308,19980731,2087,KO,-0.058480
11308,19980831,2087,KO,-0.190994
11308,19980930,2087,KO,-0.112860
11308,19981030,2087,KO,0.172451
11308,19981130,2087,KO,0.039223
11308,19981231,2087,KO,-0.043711
11308,19990129,2087,KO,-0.025187
11308,19990226,2087,KO,-0.022010
11308,19990331,2087,KO,-0.036634
11308,19990430,2087,KO,0.108961
11308,19990528,2087,KO,0.006428
11308,19990630,2087,KO,-0.092555
11308,19990730,2087,KO,-0.023185
11308,19990831,2087,KO,-0.012384
11308,19990930,2087,KO,-0.190637
11308,19991029,2087,KO,0.222798
11308,19991130,2087,KO,0.141483
11308,19991231,2087,KO,-0.133023
11308,20000131,2087,KO,-0.013948
11308,20000229,2087,KO,-0.153428
11308,20000331,2087,KO,-0.031208
11308,20000428,2087,KO,0.006658
11308,20000531,2087,KO,0.129630
11308,20000630,2087,KO,0.079297
11308,20000731,2087,KO,0.067465
11308,20000831,2087,KO,-0.141692
11308,20000929,2087,KO,0.050736
11308,20001031,2087,KO,0.095238
11308,20001130,2087,KO,0.040083
11308,20001229,2087,KO,-0.026946
11308,20010131,2087,KO,-0.048205
11308,20010228,2086,KO,-0.085690
11308,20010330,2086,KO,-0.145012
11308,20010430,2086,KO,0.022808
11308,20010531,2086,KO,0.026196
11308,20010629,2086,KO,-0.046835
11308,20010731,2086,KO,-0.008889
11308,20010831,2086,KO,0.091256
11308,20010928,2086,KO,-0.033696
11308,20011031,2086,KO,0.021985
11308,20011130,2086,KO,-0.015455
11308,20011231,2086,KO,0.004046
11308,20020131,2086,KO,-0.072110
11308,20020228,2086,KO,0.083200
11308,20020328,2086,KO,0.106985
11308,20020430,2086,KO,0.062189
11308,20020531,2086,KO,0.000901
11308,20020628,2086,KO,0.011519
11308,20020731,2086,KO,-0.108214
11308,20020830,2086,KO,0.021225
11308,20020930,2086,KO,-0.055686
11308,20021031,2086,KO,-0.030859
11308,20021129,2086,KO,-0.013769
11308,20021231,2086,KO,-0.039439
11308,20030131,2086,KO,-0.077099
11308,20030228,2086,KO,-0.005932
11308,20030331,2086,KO,0.011934
11308,20030430,2086,KO,-0.001976
11308,20030530,2086,KO,0.127970
11308,20030630,2086,KO,0.023261
11308,20030731,2086,KO,-0.031028
11308,20030829,2086,KO,-0.032244
11308,20030930,2086,KO,-0.007813
11308,20031031,2086,KO,0.080075
11308,20031128,2086,KO,0.006897
11308,20031231,2086,KO,0.091398
11308,20040130,2086,KO,-0.029754
11308,20040227,2086,KO,0.014622
11308,20040331,2086,KO,0.011809
11308,20040430,2086,KO,0.005368
11308,20040528,2086,KO,0.015424
11308,20040630,2086,KO,-0.012074
11308,20040730,2086,KO,-0.131141
11308,20040831,2086,KO,0.019380
11308,20040930,2086,KO,-0.098636
11308,20041029,2086,KO,0.015231
11308,20041130,2086,KO,-0.027054
11308,20041231,2086,KO,0.059272
11308,20050131,2086,KO,-0.003602
11308,20050228,2086,KO,0.031574
11308,20050331,2086,KO,-0.019860
11308,20050429,2086,KO,0.042477
11308,20050531,2086,KO,0.027394
11308,20050630,2086,KO,-0.058257
11308,20050729,2086,KO,0.048144
11308,20050831,2086,KO,0.005484
11308,20050930,2086,KO,-0.012045
11308,20051031,2086,KO,-0.009493
11308,20051130,2086,KO,0.004441
11308,20051230,2086,KO,-0.055751
11308,20060131,2086,KO,0.026544
11308,20060228,2086,KO,0.014258
11308,20060331,2086,KO,0.005004
11308,20060428,2086,KO,0.002150
11308,20060531,2086,KO,0.049333
11308,20060630,2086,KO,-0.015898
11308,20060731,2086,KO,0.034403
11308,20060831,2086,KO,0.006966
11308,20060929,2086,KO,0.004017
11308,20061031,2086,KO,0.045658
11308,20061130,2086,KO,0.008990
11308,20061229,2086,KO,0.030322
11308,20070131,2086,KO,-0.007668
11308,20070228,2086,KO,-0.025063
11308,20070330,2086,KO,0.035561
11308,20070430,2086,KO,0.087292
11308,20070531,2086,KO,0.015329
11308,20070629,2086,KO,-0.006416
11308,20070731,2086,KO,-0.003823
11308,20070831,2086,KO,0.032048
11308,20070928,2086,KO,0.074935
11308,20071031,2086,KO,0.074648
11308,20071130,2086,KO,0.011010
11308,20071231,2086,KO,-0.011755
11308,20080131,2086,KO,-0.038618
11308,20080229,2086,KO,-0.009153
11308,20080331,2086,KO,0.047725
11308,20080430,2086,KO,-0.032857
11308,20080530,2086,KO,-0.027348
11308,20080630,2086,KO,-0.085575
11308,20080731,2086,KO,-0.009234
11308,20080829,2086,KO,0.011068
11308,20080930,2086,KO,0.022854
11308,20081031,2086,KO,-0.166793
11308,20081128,2086,KO,0.072401
11308,20081231,2086,KO,-0.034137
11308,20090130,2086,KO,-0.056329
11308,20090227,2086,KO,-0.043773
11308,20090331,2086,KO,0.085924
11308,20090430,2086,KO,-0.020478
11308,20090529,2086,KO,0.141928
11308,20090630,2086,KO,-0.015460
11308,20090731,2086,KO,0.038550
11308,20090831,2086,KO,-0.021469
11308,20090930,2086,KO,0.109494
11308,20091030,2086,KO,-0.007263
11308,20091130,2086,KO,0.080660
11308,20091231,2086,KO,-0.003497
11308,20100129,2086,KO,-0.048246
11308,20100226,2086,KO,-0.028203
11308,20100331,2086,KO,0.051593
11308,20100430,2086,KO,-0.028182
11308,20100528,2086,KO,-0.038354
11308,20100630,2086,KO,-0.016342
11308,20100730,2086,KO,0.099561
11308,20100831,2086,KO,0.014017
11308,20100930,2086,KO,0.055071
11308,20101029,2086,KO,0.047847
11308,20101130,2086,KO,0.037345
11308,20101231,2086,KO,0.041159
11308,20110131,2086,KO,-0.044397
11308,20110228,2086,KO,0.017025
11308,20110331,2086,KO,0.045213
11308,20110429,2086,KO,0.016883
11308,20110531,2086,KO,-0.009635
11308,20110630,2086,KO,0.014219
11308,20110729,2086,KO,0.010700
11308,20110831,2086,KO,0.035877
11308,20110930,2086,KO,-0.034351
11308,20111031,2086,KO,0.011249
11308,20111130,2086,KO,-0.009075
11308,20111230,2086,KO,0.040756
11308,20120131,2086,KO,-0.034872
11308,20120229,2086,KO,0.034503
11308,20120330,2086,KO,0.066705
11308,20120430,2086,KO,0.031212
11308,20120531,2086,KO,-0.020833
11308,20120629,2086,KO,0.053125
11308,20120731,2086,KO,0.033380
11308,20120831,2086,KO,-0.074257
11308,20120928,2086,KO,0.020989
11308,20121031,2086,KO,-0.019773
11308,20121130,2086,KO,0.026762
11308,20121231,2086,KO,-0.044040
11308,20130131,2086,KO,0.027310
11308,20130228,2086,KO,0.039742
11308,20130328,2086,KO,0.051653
11308,20130430,2086,KO,0.046736
11308,20130531,2086,KO,-0.055280
11308,20130628,2086,KO,0.010002
11308,20130731,2086,KO,-0.000748
11308,20130830,2086,KO,-0.047405
11308,20130930,2086,KO,-0.000524
11308,20131031,2086,KO,0.044615
11308,20131129,2086,KO,0.022744
11308,20131231,2086,KO,0.027868
11308,20140131,2086,KO,-0.084483
11308,20140228,2086,KO,0.010048
11308,20140331,2086,KO,0.020026
11308,20140430,2086,KO,0.055096
11308,20140530,2086,KO,0.002942
11308,20140630,2086,KO,0.042899
11308,20140731,2086,KO,-0.072474
11308,20140829,2086,KO,0.061848
11308,20140930,2086,KO,0.029842
11308,20141031,2086,KO,-0.018284
11308,20141128,2086,KO,0.077722
11308,20141231,2086,KO,-0.058220
11308,20150130,2086,KO,-0.024870
11308,20150227,2086,KO,0.051737
11308,20150331,2086,KO,-0.055889
11308,20150430,2086,KO,0.000247
11308,20150529,2086,KO,0.009862
11308,20150630,2086,KO,-0.034180
11308,20150731,2086,KO,0.047158
11308,20150831,2086,KO,-0.042843
11308,20150930,2086,KO,0.028739
11308,20151030,2086,KO,0.055583
11308,20151130,2086,KO,0.014168
11308,20151231,2086,KO,0.007977
11308,20160129,2086,KO,-0.000931
11308,20160229,2086,KO,0.004893
11308,20160331,2086,KO,0.083700
11308,20160429,2086,KO,-0.034275
11308,20160531,2086,KO,-0.004464
11308,20160630,2086,KO,0.024215
11308,20160729,2086,KO,-0.037503
11308,20160831,2086,KO,-0.004584
11308,20160930,2086,KO,-0.017499
11308,20161031,2086,KO,0.001890
11308,20161130,2086,KO,-0.040094
11308,20161230,2086,KO,0.027509
11850,19900131,2911,XON,-0.060000
11850,19900228,2911,XON,0.012766
11850,19900330,2911,XON,-0.018617
11850,19900430,2911,XON,-0.018970
11850,19900531,2911,XON,0.074033
11850,19900629,2911,XON,-0.002604
11850,19900731,2911,XON,0.083551
11850,19900831,2911,XON,-0.024578
11850,19900928,2911,XON,-0.020000
11850,19901031,2911,XON,0.000000
11850,19901130,2911,XON,0.046837
11850,19901231,2911,XON,0.022222
11850,19910131,2911,XON,-0.002415
11850,19910228,2911,XON,0.080775
11850,19910328,2911,XON,0.061224
11850,19910430,2911,XON,0.017094
11850,19910531,2911,XON,-0.009748
11850,19910628,2911,XON,-0.002146
11850,19910731,2911,XON,0.021505
11850,19910830,2911,XON,-0.007663
11850,19910930,2911,XON,0.021459
11850,19911031,2911,XON,0.025210
11850,19911129,2911,XON,-0.027951
11850,19911231,2911,XON,0.038380
11850,19920131,2911,XON,-0.043121
11850,19920228,2911,XON,-0.007811
11850,19920331,2911,XON,-0.041575
11850,19920430,2911,XON,0.095890
11850,19920529,2911,XON,0.022417
11850,19920630,2911,XON,0.020619
11850,19920731,2911,XON,0.026263
11850,19920831,2911,XON,0.023150
11850,19920930,2911,XON,-0.005837
11850,19921030,2911,XON,-0.041096
11850,19921130,2911,XON,-0.016816
11850,19921231,2911,XON,0.027311
11850,19930129,2911,XON,0.000000
11850,19930226,2911,XON,0.052679
11850,19930331,2911,XON,0.039293
11850,19930430,2911,XON,-0.001890
11850,19930528,2911,XON,0.003333
11850,19930630,2911,XON,0.009542
11850,19930730,2911,XON,-0.007561
11850,19930831,2911,XON,0.007162
11850,19930930,2911,XON,0.001912
11850,19931029,2911,XON,-0.001908
11850,19931130,2911,XON,-0.029140
11850,19931231,2911,XON,0.005976
11850,19940131,2911,XON,0.053465
11850,19940228,2911,XON,-0.013609
11850,19940331,2911,XON,-0.030829
11850,19940429,2911,XON,0.000000
11850,19940531,2911,XON,-0.016382
11850,19940630,2911,XON,-0.071575
11850,19940729,2911,XON,0.048458
11850,19940831,2911,XON,0.012101
11850,19940930,2911,XON,-0.033613
11850,19941031,2911,XON,0.093478
11850,19941130,2911,XON,-0.027833
11850,19941230,2911,XON,0.006211
11850,19950131,2911,XON,0.028807
11850,19950228,2911,XON,0.034000
11850,19950331,2911,XON,0.043053
11850,19950428,2911,XON,0.043152
11850,19950531,2911,XON,0.037770
11850,19950630,2911,XON,-0.010508
11850,19950731,2911,XON,0.026549
11850,19950831,2911,XON,-0.041379
11850,19950929,2911,XON,0.050909
11850,19951031,2911,XON,0.057093
11850,19951130,2911,XON,0.022913
11850,19951229,2911,XON,0.048465
11850,19960131,2911,XON,-0.010786
11850,19960229,2911,XON,0.000000
11850,19960329,2911,XON,0.025157
11850,19960430,2911,XON,0.042945
11850,19960531,2911,XON,0.006353
11850,19960628,2911,XON,0.025074
11850,19960731,2911,XON,-0.053237
11850,19960830,2911,XON,0.000486
11850,19960930,2911,XON,0.021472
11850,19961031,2911,XON,0.064565
11850,19961129,2911,XON,0.073794
11850,19961231,2911,XON,0.038411
11850,19970131,2911,XON,0.057398
11850,19970228,2911,XON,-0.024946
11850,19970331,2911,XON,0.074813
11850,19970430,2911,XON,0.051044
11850,19970530,2911,XON,0.053598
11850,19970630,2911,XON,0.033755
11850,19970731,2911,XON,0.048980
11850,19970829,2911,XON,-0.041284
11850,19970930,2911,XON,0.046987
11850,19971031,2911,XON,-0.040976
11850,19971128,2911,XON,-0.000448
11850,19971231,2911,XON,0.003074
11850,19980130,2911,XON,-0.030644
11850,19980227,2911,XON,0.081728
11850,19980331,2911,XON,0.060784
11850,19980430,2911,XON,0.080407
11850,19980529,2911,XON,-0.029461
11850,19980630,2911,XON,0.012411
11850,19980731,2911,XON,-0.015762
11850,19980831,2911,XON,-0.062669
11850,19980930,2911,XON,0.079274
11850,19981030,2911,XON,0.014159
11850,19981130,2911,XON,0.052845
11850,19981231,2911,XON,-0.025000
11850,19990129,2911,XON,-0.039316
11850,19990226,2911,XON,-0.046655
11850,19990331,2911,XON,0.060094
11850,19990430,2911,XON,0.177148
11850,19990528,2911,XON,-0.033439
11850,19990630,2911,XON,-0.034429
11850,19990730,2911,XON,0.029173
11850,19990831,2911,XON,-0.001134
11850,19990930,2911,XON,-0.036450
11850,19991029,2911,XON,-0.025493
11850,19991130,2911,XON,0.076827
11850,19991231,2911,XOM,0.015760
11850,20000131,2911,XOM,0.035687
11850,20000229,2911,XOM,-0.092105
11850,20000331,2911,XOM,0.034855
11850,20000428,2911,XOM,-0.003208
11850,20000531,2911,XOM,0.078069
11850,20000630,2911,XOM,-0.057764
11850,20000731,2911,XOM,0.019108
11850,20000831,2911,XOM,0.025812
11850,20000929,2911,XOM,0.091884
11850,20001031,2911,XOM,0.000701
11850,20001130,2911,XOM,-0.008381
11850,20001229,2911,XOM,-0.012074
11850,20010131,2911,XOM,-0.032063
11850,20010228,2911,XOM,-0.031610
11850,20010330,2911,XOM,-0.000617
11850,20010430,2911,XOM,0.093827
11850,20010531,2911,XOM,0.006659
11850,20010629,2911,XOM,-0.015549
11850,20010731,2911,XOM,-0.043847
11850,20010831,2911,XOM,-0.033046
11850,20010928,2911,XOM,-0.018680
11850,20011031,2911,XOM,0.001269
11850,20011130,2911,XOM,-0.046134
11850,20011231,2911,XOM,0.050802
11850,20020131,2911,XOM,-0.006361
11850,20020228,2911,XOM,0.063508
11850,20020328,2911,XOM,0.061259
11850,20020430,2911,XOM,-0.083505
11850,20020531,2911,XOM,-0.000249
11850,20020628,2911,XOM,0.024793
11850,20020731,2911,XOM,-0.101662
11850,20020830,2911,XOM,-0.029380
11850,20020930,2911,XOM,-0.100141
11850,20021031,2911,XOM,0.055172
11850,20021129,2911,XOM,0.040701
11850,20021231,2911,XOM,0.004023
11850,20030131,2911,XOM,-0.022610
11850,20030228,2911,XOM,0.002928
11850,20030331,2911,XOM,0.027337
11850,20030430,2911,XOM,0.007153
11850,20030530,2911,XOM,0.041193
11850,20030630,2911,XOM,-0.013462
11850,20030731,2911,XOM,-0.009190
11850,20030829,2911,XOM,0.066610
11850,20030930,2911,XOM,-0.029178
11850,20031031,2911,XOM,-0.000546
11850,20031128,2911,XOM,-0.003554
11850,20031231,2911,XOM,0.132597
11850,20040130,2911,XOM,-0.005122
11850,20040227,2911,XOM,0.039961
11850,20040331,2911,XOM,-0.013754
11850,20040430,2911,XOM,0.023082
11850,20040528,2911,XOM,0.022797
11850,20040630,2911,XOM,0.026821
11850,20040730,2911,XOM,0.042558
11850,20040831,2911,XOM,0.001512
11850,20040930,2911,XOM,0.048373
11850,20041029,2911,XOM,0.018415
11850,20041130,2911,XOM,0.046729
11850,20041231,2911,XOM,0.000195
11850,20050131,2911,XOM,0.006633
11850,20050228,2911,XOM,0.232171
11850,20050331,2911,XOM,-0.058601
11850,20050429,2911,XOM,-0.043121
11850,20050531,2911,XOM,-0.009469
11850,20050630,2911,XOM,0.022598
11850,20050729,2911,XOM,0.022272
11850,20050831,2911,XOM,0.024511
11850,20050930,2911,XOM,0.060768
11850,20051031,2911,XOM,-0.116462
11850,20051130,2911,XOM,0.038831
11850,20051230,2911,XOM,-0.032052
11850,20060131,2911,XOM,0.117144
11850,20060228,2911,XOM,-0.048765
11850,20060331,2911,XOM,0.025097
11850,20060428,2911,XOM,0.036477
11850,20060531,2911,XOM,-0.029328
11850,20060630,2911,XOM,0.007224
11850,20060731,2911,XOM,0.104156
11850,20060831,2911,XOM,0.003691
11850,20060929,2911,XOM,-0.008423
11850,20061031,2911,XOM,0.064382
11850,20061130,2911,XOM,0.079950
11850,20061229,2911,XOM,-0.002343
11850,20070131,2911,XOM,-0.033016
11850,20070228,2911,XOM,-0.028340
11850,20070330,2911,XOM,0.052595
11850,20070430,2911,XOM,0.052087
11850,20070531,2911,XOM,0.052154
11850,20070629,2911,XOM,0.008537
11850,20070731,2911,XOM,0.014902
11850,20070831,2911,XOM,0.011159
11850,20070928,2911,XOM,0.079669
11850,20071031,2911,XOM,-0.006158
11850,20071130,2911,XOM,-0.026959
11850,20071231,2911,XOM,0.050808
11850,20080131,2911,XOM,-0.077810
11850,20080229,2911,XOM,0.011111
11850,20080331,2911,XOM,-0.027928
11850,20080430,2911,XOM,0.100378
11850,20080530,2911,XOM,-0.042011
11850,20080630,2911,XOM,-0.007098
11850,20080731,2911,XOM,-0.087371
11850,20080829,2911,XOM,-0.000249
11850,20080930,2911,XOM,-0.029371
11850,20081031,2911,XOM,-0.045583
11850,20081128,2911,XOM,0.086751
11850,20081231,2911,XOM,-0.003993
11850,20090130,2911,XOM,-0.041964
11850,20090227,2911,XOM,-0.106956
11850,20090331,2911,XOM,0.002945
11850,20090430,2911,XOM,-0.020999
11850,20090529,2911,XOM,0.046498
11850,20090630,2911,XOM,0.008075
11850,20090731,2911,XOM,0.006866
11850,20090831,2911,XOM,-0.011649
11850,20090930,2911,XOM,-0.007809
11850,20091030,2911,XOM,0.044600
11850,20091130,2911,XOM,0.053300
11850,20091231,2911,XOM,-0.091648
11850,20100129,2911,XOM,-0.055140
11850,20100226,2911,XOM,0.015366
11850,20100331,2911,XOM,0.030462
11850,20100430,2911,XOM,0.011794
11850,20100528,2911,XOM,-0.101372
11850,20100630,2911,XOM,-0.056070
11850,20100730,2911,XOM,0.045733
11850,20100831,2911,XOM,-0.002178
11850,20100930,2911,XOM,0.045339
11850,20101029,2911,XOM,0.076064
11850,20101130,2911,XOM,0.052790
11850,20101231,2911,XOM,0.051179
11850,20110131,2911,XOM,0.103392
11850,20110228,2911,XOM,0.065568
11850,20110331,2911,XOM,-0.016369
11850,20110429,2911,XOM,0.045763
11850,20110531,2911,XOM,-0.045920
11850,20110630,2911,XOM,-0.025039
11850,20110729,2911,XOM,-0.019538
11850,20110831,2911,XOM,-0.066424
11850,20110930,2911,XOM,-0.018779
11850,20111031,2911,XOM,0.075176
11850,20111130,2911,XOM,0.036112
11850,20111230,2911,XOM,0.053705
11850,20120131,2911,XOM,-0.012034
11850,20120229,2911,XOM,0.038572
11850,20120330,2911,XOM,0.002659
11850,20120430,2911,XOM,-0.004497
11850,20120531,2911,XOM,-0.082696
11850,20120629,2911,XOM,0.088262
11850,20120731,2911,XOM,0.014958
11850,20120831,2911,XOM,0.011744
11850,20120928,2911,XOM,0.047537
11850,20121031,2911,XOM,-0.003062
11850,20121130,2911,XOM,-0.026983
11850,20121231,2911,XOM,-0.018039
11850,20130131,2911,XOM,0.039515
11850,20130228,2911,XOM,0.001667
11850,20130328,2911,XOM,0.006253
11850,20130430,2911,XOM,-0.012429
11850,20130531,2911,XOM,0.023711
11850,20130628,2911,XOM,-0.001326
11850,20130731,2911,XOM,0.037631
11850,20130830,2911,XOM,-0.063573
11850,20130930,2911,XOM,-0.012850
11850,20131031,2911,XOM,0.041609
11850,20131129,2911,XOM,0.050100
11850,20131231,2911,XOM,0.082584
11850,20140131,2911,XOM,-0.089328
11850,20140228,2911,XOM,0.051432
11850,20140331,2911,XOM,0.014646
11850,20140430,2911,XOM,0.048423
11850,20140530,2911,XOM,-0.011620
11850,20140630,2911,XOM,0.001492
11850,20140731,2911,XOM,-0.017282
11850,20140829,2911,XOM,0.012230
11850,20140930,2911,XOM,-0.054394
11850,20141031,2911,XOM,0.028283
11850,20141128,2911,XOM,-0.056664
11850,20141231,2911,XOM,0.021096
11850,20150130,2911,XOM,-0.054408
11850,20150227,2911,XOM,0.020705
11850,20150331,2911,XOM,-0.039982
11850,20150430,2911,XOM,0.027882
11850,20150529,2911,XOM,-0.016482
11850,20150630,2911,XOM,-0.023474
11850,20150731,2911,XOM,-0.047957
11850,20150831,2911,XOM,-0.040904
11850,20150930,2911,XOM,-0.011829
11850,20151030,2911,XOM,0.112845
11850,20151130,2911,XOM,-0.004230
11850,20151231,2911,XOM,-0.045432
11850,20160129,2911,XOM,-0.001283
11850,20160229,2911,XOM,0.038921
11850,20160331,2911,XOM,0.042919
11850,20160429,2911,XOM,0.057543
11850,20160531,2911,XOM,0.015498
11850,20160630,2911,XOM,0.053022
11850,20160729,2911,XOM,-0.051099
11850,20160831,2911,XOM,-0.011917
11850,20160930,2911,XOM,0.001607
11850,20161031,2911,XOM,-0.045371
